Facultad,Carrera,ID_Estudiante,Brigada,Semestre,Respeto a los horarios,Disponibilidad de aulas,Facilidad para el E.I.,Bibliografía/Internet,Carga de trabajo,Ocio
MATCOM,Ciencia de Datos,MATCOM-CIE-0072,MA4,2025-2,8,8,8,7,5,9
MATCOM,Ciencia de Datos,MATCOM-CIE-0073,MA7,2025-2,5,6,6,5,6,5
MATCOM,Ciencia de Datos,MATCOM-CIE-0074,MA3,2025-2,9,5,6,4,8,9
MATCOM,Ciencia de Datos,MATCOM-CIE-0075,MA7,2025-2,5,8,9,8,7,8
MATCOM,Ciencia de Datos,MATCOM-CIE-0076,MA7,2025-2,7,7,7,7,7,6
MATCOM,Ciencia de Datos,MATCOM-CIE-0077,MA8,2025-2,8,7,4,5,4,6
MATCOM,Ciencia de Datos,MATCOM-CIE-0078,MA9,2025-2,8,4,5,8,7,4
MATCOM,Ciencia de Datos,MATCOM-CIE-0079,MA8,2025-2,8,6,6,9,7,7
MATCOM,Ciencia de Datos,MATCOM-CIE-0080,MA1,2025-2,5,6,5,8,7,7
MATCOM,Ciencia de Datos,MATCOM-CIE-0081,MA4,2025-2,5,6,8,7,4,8
MATCOM,Ciencia de Datos,MATCOM-CIE-0082,MA2,2025-2,8,7,7,6,6,6
MATCOM,Ciencia de Datos,MATCOM-CIE-0083,MA9,2025-2,6,5,5,9,6,8
MATCOM,Ciencia de Datos,MATCOM-CIE-0084,MA3,2025-2,5,7,5,6,6,7
MATCOM,Ciencia de Datos,MATCOM-CIE-0085,MA2,2025-2,5,6,9,5,6,8
MATCOM,Ciencia de Datos,MATCOM-CIE-0086,MA2,2025-2,6,6,4,5,5,9
MATCOM,Ciencia de Datos,MATCOM-CIE-0087,MA1,2025-2,7,6,6,6,7,7
MATCOM,Ciencia de Datos,MATCOM-CIE-0088,MA1,2025-2,4,5,4,5,6,8
MATCOM,Ciencia de Datos,MATCOM-CIE-0089,MA1,2025-2,5,6,4,5,8,5
MATCOM,Ciencia de Datos,MATCOM-CIE-0090,MA1,2025-2,5,6,7,8,6,8
MATCOM,Ciencia de Datos,MATCOM-CIE-0091,MA3,2025-2,6,9,5,6,8,8
MATCOM,Ciencia de Datos,MATCOM-CIE-0092,MA5,2025-2,5,7,5,8,9,8
MATCOM,Ciencia de Datos,MATCOM-CIE-0093,MA9,2025-2,7,4,5,4,7,7
MATCOM,Ciencia de Datos,MATCOM-CIE-0094,MA2,2025-2,7,8,7,4,7,7
MATCOM,Ciencia de Datos,MATCOM-CIE-0095,MA1,2025-2,4,4,6,9,7,7
MATCOM,Ciencia de Datos,MATCOM-CIE-0096,MA2,2025-2,8,7,7,5,5,5
MATCOM,Ciencia de Datos,MATCOM-CIE-0097,MA3,2025-2,8,5,9,4,7,5
MATCOM,Ciencia de Datos,MATCOM-CIE-0098,MA1,2025-2,7,7,6,4,6,9
MATCOM,Ciencia de Datos,MATCOM-CIE-0099,MA1,2025-2,5,6,8,4,6,8
MATCOM,Ciencia de Datos,MATCOM-CIE-0100,MA4,2025-2,7,5,6,8,6,8
MATCOM,Ciencia de Datos,MATCOM-CIE-0101,MA3,2025-2,6,7,8,4,8,4
MATCOM,Ciencia de Datos,MATCOM-CIE-0102,MA9,2025-2,4,6,7,7,5,7
MATCOM,Ciencia de Datos,MATCOM-CIE-0103,MA5,2025-2,8,6,5,4,7,7
MATCOM,Ciencia de Datos,MATCOM-CIE-0104,MA1,2025-2,5,8,7,8,7,7
MATCOM,Ciencia de Datos,MATCOM-CIE-0105,MA4,2025-2,5,9,5,9,7,5
MATCOM,Ciencia de Datos,MATCOM-CIE-0106,MA6,2025-2,9,6,6,6,5,6
FF,Licenciatura en Física,FF-LIC-0001,FF5,2025-2,8,6,6,6,6,9
FF,Licenciatura en Física,FF-LIC-0002,FF9,2025-2,9,5,9,6,6,6
FF,Licenciatura en Física,FF-LIC-0003,FF4,2025-2,9,6,7,5,5,8
FF,Licenciatura en Física,FF-LIC-0004,FF3,2025-2,6,5,5,4,6,5
FF,Licenciatura en Física,FF-LIC-0005,FF7,2025-2,7,5,7,9,5,8
FF,Licenciatura en Física,FF-LIC-0006,FF4,2025-2,6,9,8,7,7,7
FF,Licenciatura en Física,FF-LIC-0007,FF5,2025-2,8,5,8,8,9,5
FF,Licenciatura en Física,FF-LIC-0008,FF5,2025-2,7,6,6,4,8,7
FF,Licenciatura en Física,FF-LIC-0009,FF5,2025-2,8,5,8,9,5,6
FF,Licenciatura en Física,FF-LIC-0010,FF4,2025-2,8,7,6,5,5,8
FF,Licenciatura en Física,FF-LIC-0011,FF9,2025-2,6,8,8,6,6,7
FF,Licenciatura en Física,FF-LIC-0012,FF4,2025-2,8,6,9,4,4,7
FF,Licenciatura en Física,FF-LIC-0013,FF1,2025-2,8,4,8,6,7,7
FF,Licenciatura en Física,FF-LIC-0014,FF7,2025-2,4,6,7,8,7,5
FF,Licenciatura en Física,FF-LIC-0015,FF5,2025-2,6,8,5,5,9,4
FF,Licenciatura en Física,FF-LIC-0016,FF3,2025-2,5,9,4,4,4,6
FF,Licenciatura en Física,FF-LIC-0017,FF5,2025-2,8,5,8,8,7,8
FF,Licenciatura en Física,FF-LIC-0018,FF4,2025-2,8,5,6,8,5,7
FF,Licenciatura en Física,FF-LIC-0019,FF6,2025-2,6,7,7,7,7,4
FF,Licenciatura en Física,FF-LIC-0020,FF3,2025-2,7,5,4,7,8,8
FF,Licenciatura en Física,FF-LIC-0021,FF2,2025-2,4,6,5,5,5,8
FF,Licenciatura en Física,FF-LIC-0022,FF8,2025-2,6,9,6,6,5,7
FF,Licenciatura en Física,FF-LIC-0023,FF5,2025-2,4,5,6,8,5,8
FF,Licenciatura en Física,FF-LIC-0024,FF4,2025-2,7,4,7,5,8,8
FF,Licenciatura en Física,FF-LIC-0025,FF8,2025-2,5,7,5,9,8,6
FF,Licenciatura en Física,FF-LIC-0026,FF2,2025-2,5,7,4,8,6,4
FF,Licenciatura en Física,FF-LIC-0027,FF2,2025-2,5,8,4,8,4,5
FF,Licenciatura en Física,FF-LIC-0028,FF9,2025-2,4,9,8,5,7,8
FF,Licenciatura en Física,FF-LIC-0029,FF4,2025-2,8,8,6,9,6,9
FF,Licenciatura en Física,FF-LIC-0030,FF5,2025-2,5,4,7,9,8,7
FF,Licenciatura en Física,FF-LIC-0031,FF7,2025-2,5,8,5,5,5,7
FF,Licenciatura en Física,FF-LIC-0032,FF9,2025-2,5,5,8,7,4,6
FF,Licenciatura en Física,FF-LIC-0033,FF7,2025-2,7,6,6,5,6,6
FF,Licenciatura en Física,FF-LIC-0034,FF7,2025-2,8,6,8,8,5,7
FF,Licenciatura en Física,FF-LIC-0035,FF6,2025-2,8,5,7,7,5,5
FF,Licenciatura en Física,FF-LIC-0036,FF7,2025-2,5,8,9,4,7,6
FF,Licenciatura en Física,FF-LIC-0037,FF1,2025-2,8,5,6,4,5,7
FF,Licenciatura en Física,FF-LIC-0038,FF5,2025-2,7,5,9,8,8,9
FF,Licenciatura en Física,FF-LIC-0039,FF3,2025-2,6,6,7,7,4,6
FF,Licenciatura en Física,FF-LIC-0040,FF4,2025-2,4,6,8,6,5,5
FF,Licenciatura en Física,FF-LIC-0041,FF6,2025-2,4,8,8,5,5,4
FF,Licenciatura en Física,FF-LIC-0042,FF5,2025-2,6,8,5,7,7,7
FF,Licenciatura en Física,FF-LIC-0043,FF5,2025-2,7,9,8,4,8,8
FF,Licenciatura en Física,FF-LIC-0044,FF9,2025-2,5,5,5,8,8,9
FF,Licenciatura en Física,FF-LIC-0045,FF2,2025-2,6,8,6,4,9,9
FF,Licenciatura en Física,FF-LIC-0046,FF5,2025-2,7,7,7,7,8,5
FF,Licenciatura en Física,FF-LIC-0047,FF7,2025-2,5,7,8,7,5,8
FF,Licenciatura en Física,FF-LIC-0048,FF8,2025-2,9,5,7,8,9,6
FF,Licenciatura en Física,FF-LIC-0049,FF6,2025-2,6,8,8,4,5,4
FF,Licenciatura en Física,FF-LIC-0050,FF4,2025-2,5,4,6,6,8,6
FF,Licenciatura en Física,FF-LIC-0051,FF5,2025-2,9,7,9,8,7,5
FF,Licenciatura en Física,FF-LIC-0052,FF3,2025-2,5,6,5,4,8,9
FF,Licenciatura en Física,FF-LIC-0053,FF2,2025-2,8,5,9,5,9,9
FF,Licenciatura en Física,FF-LIC-0054,FF9,2025-2,5,6,9,5,5,4
FF,Licenciatura en Física,FF-LIC-0055,FF6,2025-2,5,8,9,9,9,7
FF,Licenciatura en Física,FF-LIC-0056,FF2,2025-2,9,6,8,8,6,5
FF,Licenciatura en Física,FF-LIC-0057,FF7,2025-2,8,9,8,8,7,8
FF,Licenciatura en Física,FF-LIC-0058,FF4,2025-2,6,9,5,7,5,6
FF,Licenciatura en Física,FF-LIC-0059,FF2,2025-2,7,8,5,5,6,8
FF,Licenciatura en Física,FF-LIC-0060,FF4,2025-2,5,6,9,9,4,8
FF,Licenciatura en Física,FF-LIC-0061,FF1,2025-2,7,4,4,4,6,5
FF,Licenciatura en Física,FF-LIC-0062,FF1,2025-2,8,5,7,6,7,5
FF,Licenciatura en Física,FF-LIC-0063,FF4,2025-2,5,7,5,4,4,5
FF,Licenciatura en Física,FF-LIC-0064,FF2,2025-2,7,5,6,8,7,6
FF,Licenciatura en Física,FF-LIC-0065,FF3,2025-2,5,6,8,9,8,6
FF,Licenciatura en Física,FF-LIC-0066,FF4,2025-2,8,8,7,5,5,5
FF,Licenciatura en Física,FF-LIC-0067,FF7,2025-2,4,7,6,5,8,6
FF,Licenciatura en Física,FF-LIC-0068,FF8,2025-2,8,4,8,8,6,8
FF,Licenciatura en Física,FF-LIC-0069,FF2,2025-2,8,7,5,6,4,5
FF,Licenciatura en Física,FF-LIC-0070,FF9,2025-2,4,6,7,4,9,5
FF,Licenciatura en Física,FF-LIC-0071,FF6,2025-2,4,6,8,4,5,6
FF,Licenciatura en Física,FF-LIC-0072,FF3,2025-2,7,8,8,6,6,6
FF,Licenciatura en Física,FF-LIC-0073,FF9,2025-2,5,5,5,6,9,6
FF,Licenciatura en Física,FF-LIC-0074,FF8,2025-2,8,7,5,6,6,8
FF,Licenciatura en Física,FF-LIC-0075,FF2,2025-2,8,7,9,4,5,7
FF,Licenciatura en Física,FF-LIC-0076,FF4,2025-2,7,5,7,8,8,5
FF,Licenciatura en Física,FF-LIC-0077,FF1,2025-2,9,8,7,8,6,9
FF,Licenciatura en Física,FF-LIC-0078,FF7,2025-2,5,8,6,4,4,5
FF,Licenciatura en Física,FF-LIC-0079,FF6,2025-2,6,9,8,8,8,7
FF,Licenciatura en Física,FF-LIC-0080,FF7,2025-2,7,6,6,7,6,9
FF,Licenciatura en Física,FF-LIC-0081,FF1,2025-2,4,8,4,8,9,6
FF,Licenciatura en Física,FF-LIC-0082,FF4,2025-2,7,7,8,7,7,6
FF,Licenciatura en Física,FF-LIC-0083,FF5,2025-2,8,8,5,8,7,6
FF,Licenciatura en Física,FF-LIC-0084,FF9,2025-2,5,6,5,8,7,8
FF,Licenciatura en Física,FF-LIC-0085,FF7,2025-2,6,9,8,9,7,5
FF,Licenciatura en Física,FF-LIC-0086,FF8,2025-2,4,7,5,6,6,7
FF,Licenciatura en Física,FF-LIC-0087,FF1,2025-2,6,8,7,5,6,4
FF,Licenciatura en Física,FF-LIC-0088,FF9,2025-2,7,6,4,6,9,7
FF,Licenciatura en Física,FF-LIC-0089,FF6,2025-2,8,5,8,8,7,9
FF,Licenciatura en Física,FF-LIC-0090,FF8,2025-2,5,6,9,4,7,5
FF,Licenciatura en Física,FF-LIC-0091,FF6,2025-2,7,9,7,5,7,5
FF,Licenciatura en Física,FF-LIC-0092,FF1,2025-2,6,5,5,6,5,5
FF,Licenciatura en Física,FF-LIC-0093,FF6,2025-2,9,7,4,4,9,5
FF,Licenciatura en Física,FF-LIC-0094,FF6,2025-2,7,6,4,7,7,8
FF,Licenciatura en Física,FF-LIC-0095,FF6,2025-2,5,7,8,7,6,5
FF,Licenciatura en Física,FF-LIC-0096,FF2,2025-2,8,9,5,5,9,8
FF,Licenciatura en Física,FF-LIC-0097,FF5,2025-2,5,7,8,7,6,4
FF,Licenciatura en Física,FF-LIC-0098,FF4,2025-2,9,7,9,5,8,7
FF,Licenciatura en Física,FF-LIC-0099,FF6,2025-2,9,5,4,6,4,8
FF,Licenciatura en Física,FF-LIC-0100,FF9,2025-2,6,5,6,8,4,7
FF,Licenciatura en Física,FF-LIC-0101,FF1,2025-2,7,7,8,5,7,8
FF,Licenciatura en Física,FF-LIC-0102,FF4,2025-2,4,5,5,5,5,4
FF,Licenciatura en Física,FF-LIC-0103,FF2,2025-2,8,7,7,4,9,8
FF,Licenciatura en Física,FF-LIC-0104,FF6,2025-2,6,6,5,8,6,7
FF,Licenciatura en Física,FF-LIC-0105,FF7,2025-2,8,7,4,6,9,7
FF,Licenciatura en Física,FF-LIC-0106,FF9,2025-2,6,8,9,8,4,8
FF,Licenciatura en Física,FF-LIC-0107,FF2,2025-2,7,5,8,6,6,7
FF,Licenciatura en Física,FF-LIC-0108,FF5,2025-2,8,6,7,8,7,5
FF,Licenciatura en Física,FF-LIC-0109,FF6,2025-2,7,4,6,9,5,8
FF,Licenciatura en Física,FF-LIC-0110,FF6,2025-2,7,5,5,5,4,5
FF,Licenciatura en Física,FF-LIC-0111,FF5,2025-2,8,8,8,6,8,4
FF,Licenciatura en Física,FF-LIC-0112,FF8,2025-2,7,5,8,4,8,8
FF,Licenciatura en Física,FF-LIC-0113,FF7,2025-2,9,6,6,7,9,8
FF,Licenciatura en Física,FF-LIC-0114,FF5,2025-2,9,4,8,6,7,8
FF,Licenciatura en Física,FF-LIC-0115,FF7,2025-2,8,8,8,6,7,5
FF,Licenciatura en Física,FF-LIC-0116,FF5,2025-2,6,8,6,6,6,8
FF,Licenciatura en Física,FF-LIC-0117,FF5,2025-2,8,8,7,5,4,4
FF,Licenciatura en Física,FF-LIC-0118,FF3,2025-2,5,6,5,5,7,7
FF,Licenciatura en Física,FF-LIC-0119,FF7,2025-2,4,6,5,5,9,7
FF,Licenciatura en Física,FF-LIC-0120,FF9,2025-2,6,6,7,7,8,5
FF,Licenciatura en Física,FF-LIC-0121,FF2,2025-2,6,7,7,4,9,7
FF,Licenciatura en Física,FF-LIC-0122,FF5,2025-2,5,6,5,7,5,6
FF,Licenciatura en Física,FF-LIC-0123,FF1,2025-2,7,8,9,8,7,8
FF,Licenciatura en Física,FF-LIC-0124,FF3,2025-2,7,7,7,5,4,8
FF,Licenciatura en Física,FF-LIC-0125,FF8,2025-2,8,6,8,5,5,5
FF,Licenciatura en Física,FF-LIC-0126,FF7,2025-2,6,5,8,8,6,4
FF,Licenciatura en Física,FF-LIC-0127,FF9,2025-2,8,9,5,4,8,6
FF,Licenciatura en Física,FF-LIC-0128,FF9,2025-2,8,8,7,9,6,7
FF,Licenciatura en Física,FF-LIC-0129,FF6,2025-2,6,9,7,6,5,6
FF,Licenciatura en Física,FF-LIC-0130,FF8,2025-2,4,6,6,8,7,8
FF,Licenciatura en Física,FF-LIC-0131,FF2,2025-2,7,6,4,8,8,7
FF,Licenciatura en Física,FF-LIC-0132,FF9,2025-2,7,6,7,7,6,7
FF,Licenciatura en Física,FF-LIC-0133,FF4,2025-2,5,7,7,8,5,5
FF,Licenciatura en Física,FF-LIC-0134,FF6,2025-2,8,9,8,7,7,8
FF,Licenciatura en Física,FF-LIC-0135,FF5,2025-2,7,8,6,6,8,6
FF,Licenciatura en Física,FF-LIC-0136,FF8,2025-2,6,5,5,6,9,7
FF,Licenciatura en Física,FF-LIC-0137,FF1,2025-2,7,5,6,6,9,6
FF,Licenciatura en Física,FF-LIC-0138,FF6,2025-2,7,7,8,5,7,8
FF,Licenciatura en Física,FF-LIC-0139,FF5,2025-2,7,5,7,5,7,8
FF,Licenciatura en Física,FF-LIC-0140,FF4,2025-2,6,9,8,8,8,5
FF,Ingeniería Física,FF-ING-0001,FF8,2025-2,4,5,4,8,5,7
FF,Ingeniería Física,FF-ING-0002,FF8,2025-2,8,8,6,5,7,8
FF,Ingeniería Física,FF-ING-0003,FF7,2025-2,9,8,8,5,7,4
FF,Ingeniería Física,FF-ING-0004,FF4,2025-2,9,9,8,7,4,6
FF,Ingeniería Física,FF-ING-0005,FF1,2025-2,9,8,8,6,4,4
FF,Ingeniería Física,FF-ING-0006,FF5,2025-2,5,4,8,7,8,4
FF,Ingeniería Física,FF-ING-0007,FF3,2025-2,9,6,6,6,4,7
FF,Ingeniería Física,FF-ING-0008,FF3,2025-2,6,8,6,5,7,9
FF,Ingeniería Física,FF-ING-0009,FF2,2025-2,6,7,5,9,9,7
FF,Ingeniería Física,FF-ING-0010,FF1,2025-2,6,9,7,9,8,6
FF,Ingeniería Física,FF-ING-0011,FF6,2025-2,6,9,5,7,7,7
FF,Ingeniería Física,FF-ING-0012,FF9,2025-2,4,7,8,8,6,5
FF,Ingeniería Física,FF-ING-0013,FF6,2025-2,6,7,8,5,4,8
FF,Ingeniería Física,FF-ING-0014,FF7,2025-2,5,6,6,7,9,7
FF,Ingeniería Física,FF-ING-0015,FF2,2025-2,7,5,9,7,7,6
FF,Ingeniería Física,FF-ING-0016,FF6,2025-2,8,4,5,9,7,5
FF,Ingeniería Física,FF-ING-0017,FF7,2025-2,7,9,7,6,8,8
FF,Ingeniería Física,FF-ING-0018,FF9,2025-2,9,4,8,7,9,6
FF,Ingeniería Física,FF-ING-0019,FF5,2025-2,4,6,4,9,8,8
FF,Ingeniería Física,FF-ING-0020,FF3,2025-2,7,8,6,5,6,4
FF,Ingeniería Física,FF-ING-0021,FF8,2025-2,5,5,5,9,8,9
FF,Ingeniería Física,FF-ING-0022,FF8,2025-2,4,5,5,7,5,4
FF,Ingeniería Física,FF-ING-0023,FF7,2025-2,6,6,6,9,5,8
FF,Ingeniería Física,FF-ING-0024,FF2,2025-2,6,8,5,4,6,6
FF,Ingeniería Física,FF-ING-0025,FF5,2025-2,6,8,6,6,4,5
FF,Ingeniería Física,FF-ING-0026,FF7,2025-2,4,6,6,8,4,6
FF,Ingeniería Física,FF-ING-0027,FF9,2025-2,5,6,7,9,7,5
FF,Ingeniería Física,FF-ING-0028,FF7,2025-2,8,9,8,6,5,6
FF,Ingeniería Física,FF-ING-0029,FF9,2025-2,6,6,8,6,8,6
FF,Ingeniería Física,FF-ING-0030,FF7,2025-2,7,6,7,9,8,8
FF,Ingeniería Física,FF-ING-0031,FF6,2025-2,7,7,6,7,5,7
FF,Ingeniería Física,FF-ING-0032,FF9,2025-2,8,5,5,8,5,8
FF,Ingeniería Física,FF-ING-0033,FF3,2025-2,5,8,5,9,9,7
FF,Ingeniería Física,FF-ING-0034,FF9,2025-2,8,5,9,8,6,8
FF,Ingeniería Física,FF-ING-0035,FF5,2025-2,5,7,5,5,8,5
FF,Ingeniería Física,FF-ING-0036,FF6,2025-2,8,7,7,4,6,5
FF,Ingeniería Física,FF-ING-0037,FF4,2025-2,6,6,4,6,9,4
FF,Ingeniería Física,FF-ING-0038,FF8,2025-2,5,5,9,6,6,8
FF,Ingeniería Física,FF-ING-0039,FF7,2025-2,6,6,7,9,8,6
FF,Ingeniería Física,FF-ING-0040,FF2,2025-2,5,4,5,6,7,7
FF,Ingeniería Física,FF-ING-0041,FF9,2025-2,6,8,5,7,5,8
FF,Ingeniería Física,FF-ING-0042,FF9,2025-2,8,5,4,6,5,4
FF,Ingeniería Física,FF-ING-0043,FF1,2025-2,8,9,5,9,7,7
FF,Ingeniería Física,FF-ING-0044,FF3,2025-2,8,5,8,5,7,7
FF,Ingeniería Física,FF-ING-0045,FF7,2025-2,9,6,6,8,6,4
FF,Ingeniería Física,FF-ING-0046,FF1,2025-2,5,6,4,9,7,9
FF,Ingeniería Física,FF-ING-0047,FF1,2025-2,7,5,5,7,7,7
FF,Ingeniería Física,FF-ING-0048,FF6,2025-2,5,5,9,4,8,8
FF,Ingeniería Física,FF-ING-0049,FF7,2025-2,6,8,5,5,6,8
FF,Ingeniería Física,FF-ING-0050,FF2,2025-2,9,7,9,9,6,5
FF,Ingeniería Física,FF-ING-0051,FF9,2025-2,5,8,5,6,6,9
FF,Ingeniería Física,FF-ING-0052,FF3,2025-2,5,6,7,8,8,7
FF,Ingeniería Física,FF-ING-0053,FF3,2025-2,5,5,9,8,6,8
FF,Ingeniería Física,FF-ING-0054,FF2,2025-2,8,6,8,5,5,5
FF,Ingeniería Física,FF-ING-0055,FF6,2025-2,5,5,6,6,8,5
FF,Ingeniería Física,FF-ING-0056,FF1,2025-2,5,7,9,5,8,7
FF,Ingeniería Física,FF-ING-0057,FF8,2025-2,5,7,9,6,8,7
FF,Ingeniería Física,FF-ING-0058,FF2,2025-2,5,8,7,7,6,7
FF,Ingeniería Física,FF-ING-0059,FF4,2025-2,4,8,8,5,7,6
FF,Ingeniería Física,FF-ING-0060,FF8,2025-2,4,7,5,8,8,7
FF,Ingeniería Física,FF-ING-0061,FF3,2025-2,7,7,5,5,7,5
FF,Ingeniería Física,FF-ING-0062,FF6,2025-2,6,8,4,8,5,5
FF,Ingeniería Física,FF-ING-0063,FF4,2025-2,4,7,5,9,7,5
FF,Ingeniería Física,FF-ING-0064,FF6,2025-2,8,8,4,8,8,5
FF,Ingeniería Física,FF-ING-0065,FF1,2025-2,6,5,4,6,6,8
FF,Ingeniería Física,FF-ING-0066,FF8,2025-2,8,8,6,6,6,9
FF,Ingeniería Física,FF-ING-0067,FF6,2025-2,7,4,6,7,9,6
FF,Ingeniería Física,FF-ING-0068,FF6,2025-2,5,7,9,7,8,4
FF,Ingeniería Física,FF-ING-0069,FF7,2025-2,7,8,4,7,7,5
FF,Ingeniería Física,FF-ING-0070,FF3,2025-2,6,8,8,7,6,5
FF,Ingeniería Física,FF-ING-0071,FF1,2025-2,6,8,7,7,5,5
FF,Ingeniería Física,FF-ING-0072,FF4,2025-2,7,4,9,5,5,7
FF,Ingeniería Física,FF-ING-0073,FF2,2025-2,7,5,7,8,9,5
FF,Ingeniería Física,FF-ING-0074,FF8,2025-2,4,6,6,6,5,4
FF,Ingeniería Física,FF-ING-0075,FF6,2025-2,7,7,6,8,8,5
FF,Ingeniería Física,FF-ING-0076,FF5,2025-2,4,9,5,5,8,7
FF,Ingeniería Física,FF-ING-0077,FF2,2025-2,5,7,5,9,5,8
FF,Ingeniería Física,FF-ING-0078,FF3,2025-2,8,8,7,6,5,5
FF,Ingeniería Física,FF-ING-0079,FF6,2025-2,8,6,5,6,7,6
FF,Ingeniería Física,FF-ING-0080,FF3,2025-2,9,5,6,6,6,5
FF,Ingeniería Física,FF-ING-0081,FF3,2025-2,8,6,6,9,8,5
FF,Ingeniería Física,FF-ING-0082,FF8,2025-2,6,8,8,4,6,5
FF,Ingeniería Física,FF-ING-0083,FF9,2025-2,4,5,6,4,5,8
FF,Ingeniería Física,FF-ING-0084,FF6,2025-2,9,5,5,8,9,6
FF,Ingeniería Física,FF-ING-0085,FF6,2025-2,5,6,4,8,8,9
FF,Ingeniería Física,FF-ING-0086,FF9,2025-2,8,6,4,7,6,9
FF,Ingeniería Física,FF-ING-0087,FF2,2025-2,4,7,7,8,5,7
FF,Ingeniería Física,FF-ING-0088,FF8,2025-2,4,6,5,5,6,5
FF,Ingeniería Física,FF-ING-0089,FF8,2025-2,9,4,6,6,8,4
FF,Ingeniería Física,FF-ING-0090,FF7,2025-2,4,6,6,6,6,7
FF,Ingeniería Física,FF-ING-0091,FF3,2025-2,5,5,5,9,7,8
FF,Ingeniería Física,FF-ING-0092,FF4,2025-2,6,5,5,8,7,6
FF,Ingeniería Física,FF-ING-0093,FF2,2025-2,5,7,5,8,8,5
FF,Ingeniería Física,FF-ING-0094,FF7,2025-2,5,7,8,8,5,7
FF,Ingeniería Física,FF-ING-0095,FF2,2025-2,6,5,8,6,7,5
FF,Ingeniería Física,FF-ING-0096,FF2,2025-2,4,6,7,5,5,6
FF,Ingeniería Física,FF-ING-0097,FF3,2025-2,7,8,5,6,7,6
FF,Ingeniería Física,FF-ING-0098,FF2,2025-2,7,7,7,7,4,6
FF,Ingeniería Física,FF-ING-0099,FF8,2025-2,8,7,8,4,8,4
FF,Ingeniería Física,FF-ING-0100,FF1,2025-2,6,5,7,8,8,7
FF,Ingeniería Física,FF-ING-0101,FF4,2025-2,5,5,9,7,8,6
FF,Ingeniería Física,FF-ING-0102,FF1,2025-2,9,8,4,4,6,5
FF,Ingeniería Física,FF-ING-0103,FF8,2025-2,6,7,7,5,7,5
FF,Ingeniería Física,FF-ING-0104,FF9,2025-2,8,4,8,6,6,9
FF,Ingeniería Física,FF-ING-0105,FF8,2025-2,5,4,7,8,8,6
FF,Ingeniería Física,FF-ING-0106,FF2,2025-2,6,7,5,5,7,9
FF,Ingeniería Física,FF-ING-0107,FF5,2025-2,7,7,7,4,4,7
FF,Ingeniería Física,FF-ING-0108,FF2,2025-2,9,6,5,8,5,7
FF,Ingeniería Física,FF-ING-0109,FF4,2025-2,7,6,8,7,7,5
FF,Ingeniería Física,FF-ING-0110,FF5,2025-2,7,7,7,4,8,6
FF,Ingeniería Física,FF-ING-0111,FF7,2025-2,7,6,5,4,8,9
FF,Ingeniería Física,FF-ING-0112,FF2,2025-2,6,8,7,5,5,8
FF,Ingeniería Física,FF-ING-0113,FF5,2025-2,8,6,5,4,7,8
FF,Ingeniería Física,FF-ING-0114,FF4,2025-2,7,7,4,7,6,7
FF,Ingeniería Física,FF-ING-0115,FF9,2025-2,6,6,5,4,8,9
FF,Ingeniería Física,FF-ING-0116,FF6,2025-2,8,9,7,8,6,6
FF,Ingeniería Física,FF-ING-0117,FF1,2025-2,6,8,7,7,6,8
FF,Ingeniería Física,FF-ING-0118,FF5,2025-2,7,7,8,8,8,6
FF,Ingeniería Física,FF-ING-0119,FF6,2025-2,4,8,7,8,6,6
FF,Ingeniería Física,FF-ING-0120,FF6,2025-2,5,5,7,7,5,5
FF,Ingeniería Física,FF-ING-0121,FF9,2025-2,4,4,5,7,7,5
FF,Ingeniería Física,FF-ING-0122,FF6,2025-2,7,5,6,7,7,5
FF,Ingeniería Física,FF-ING-0123,FF3,2025-2,8,7,8,6,7,6
FF,Ingeniería Física,FF-ING-0124,FF9,2025-2,8,8,6,9,7,8
FF,Ingeniería Física,FF-ING-0125,FF9,2025-2,9,8,6,9,7,9
FF,Ingeniería Física,FF-ING-0126,FF7,2025-2,6,6,9,5,5,7
FF,Ingeniería Física,FF-ING-0127,FF9,2025-2,6,4,6,7,5,7
FF,Ingeniería Física,FF-ING-0128,FF1,2025-2,5,5,9,8,6,9
FF,Ingeniería Física,FF-ING-0129,FF6,2025-2,6,7,6,7,4,8
FF,Ingeniería Física,FF-ING-0130,FF7,2025-2,7,9,5,6,7,7
FF,Ingeniería Física,FF-ING-0131,FF6,2025-2,8,5,5,7,4,7
FF,Ingeniería Física,FF-ING-0132,FF6,2025-2,4,7,7,8,7,6
FF,Ingeniería Física,FF-ING-0133,FF3,2025-2,5,7,7,7,5,5
FF,Ingeniería Física,FF-ING-0134,FF3,2025-2,5,6,7,4,9,8
FF,Ingeniería Física,FF-ING-0135,FF7,2025-2,7,5,6,8,9,6
FF,Ingeniería Física,FF-ING-0136,FF5,2025-2,5,7,6,9,6,6
FF,Ingeniería Física,FF-ING-0137,FF8,2025-2,8,6,6,9,4,8
FF,Ingeniería Física,FF-ING-0138,FF5,2025-2,8,7,6,8,4,5
FF,Ingeniería Física,FF-ING-0139,FF5,2025-2,6,7,6,4,7,9
FF,Ingeniería Física,FF-ING-0140,FF6,2025-2,5,6,4,8,8,7
FQ,Licenciatura en Química,FQ-LIC-0001,FQ1,2025-2,7,4,5,9,6,6
FQ,Licenciatura en Química,FQ-LIC-0002,FQ5,2025-2,6,9,7,7,5,7
